STATION,NAME,DATE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/08/2013,6.04,0,0,73,86,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/08/2013,9.62,0,0,77,89,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/08/2013,9.4,0,0,80,92,70
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/08/2013,12.08,0,0,84,96,77
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/08/2013,9.4,0,0,81,83,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/08/2013,4.7,0,0,77,89,66
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/08/2013,8.28,0.36,0,80,96,67
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/08/2013,7.16,0.07,0,73,78,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/09/2013,5.14,0.14,0,74,85,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/09/2013,9.17,0,0,72,79,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/09/2013,5.82,0,0,66,77,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/09/2013,6.93,0,0,69,84,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/09/2013,9.17,0,0,71,74,59
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/09/2013,6.04,0,0,69,86,57
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/09/2013,6.93,0.01,0,76,88,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/09/2013,11.86,0,0,75,77,71
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/09/2013,10.07,0,0,78,94,68
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/09/2013,12.53,0,0,87,95,77
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/09/2013,7.61,0,0,83,91,75
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/09/2013,9.4,0,0,75,82,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/09/2013,11.41,0,0,62,67,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/09/2013,5.82,0,0,59,72,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/09/2013,5.37,0.65,0,59,62,56
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/09/2013,10.74,0,0,59,64,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/09/2013,7.61,0,0,59,71,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/09/2013,8.95,0.55,0,68,81,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/09/2013,10.51,0.84,0,73,84,69
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/09/2013,10.96,0,0,73,76,58
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/09/2013,10.07,0,0,60,67,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/09/2013,7.61,0,0,57,67,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/09/2013,6.04,0,0,58,67,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/09/2013,8.05,0,0,60,70,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/09/2013,5.82,0,0,62,70,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/09/2013,4.25,0,0,63,75,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/09/2013,7.38,0,0,66,81,52
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/09/2013,12.75,0.2,0,68,84,55
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/09/2013,7.61,0.18,0,65,68,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/09/2013,6.26,0,0,60,74,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/10/2013,12.3,0,0,67,79,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/10/2013,6.49,0,0,70,76,62
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/10/2013,7.83,0.12,0,68,78,60
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/10/2013,6.26,0,0,69,74,65
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/10/2013,6.49,0.82,0,69,80,61
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/10/2013,9.62,0.09,0,60,64,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/10/2013,8.95,0,0,53,68,45
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/10/2013,5.59,0,0,58,75,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/10/2013,4.7,0,0,60,71,48
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/10/2013,3.8,0,0,61,74,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/10/2013,7.61,0,0,64,76,51
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/10/2013,7.38,0.12,0,62,73,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/10/2013,6.71,0,0,55,64,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/10/2013,8.5,0,0,54,62,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/10/2013,10.51,0.07,0,57,64,49
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/10/2013,10.74,0,0,52,54,47
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/10/2013,6.93,0.29,0,50,53,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/10/2013,8.72,0,0,45,50,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/10/2013,9.17,0.01,0,47,54,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/10/2013,6.04,0.01,0,47,61,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/10/2013,11.41,0,0,50,55,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/10/2013,6.04,0,0,36,42,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/10/2013,10.07,0,0,38,46,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/10/2013,10.96,0,0,39,44,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/10/2013,11.63,0,0,38,51,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/10/2013,14.32,0,0,47,55,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/10/2013,6.71,0,0,42,54,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/10/2013,9.4,0,0,45,53,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/10/2013,7.61,0,0,47,57,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/10/2013,7.61,0.55,0,52,63,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/10/2013,11.41,1.04,0,61,64,46
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/11/2013,11.41,0.08,0,47,48,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/11/2013,7.61,0.01,0,44,48,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/11/2013,7.38,0,0,42,53,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/11/2013,14.09,0,0,48,58,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/11/2013,10.74,0.04,0,53,55,50
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/11/2013,14.32,0.6,0,52,57,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/11/2013,9.17,0,0,38,44,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/11/2013,9.4,0,0,37,48,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/11/2013,18.34,0,0,49,58,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/11/2013,9.62,0,0,43,49,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/11/2013,12.75,0.29,0.4,42,47,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/11/2013,10.96,0,0,27,33,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/11/2013,14.32,0,0,28,40,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/11/2013,14.54,0,0,38,49,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/11/2013,10.29,0.01,0,44,50,38
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/11/2013,17,0.4,0,47,61,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/11/2013,21.47,0.39,0,60,69,43
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/11/2013,14.99,0,0,41,43,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/11/2013,5.82,0,0,33,42,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/11/2013,10.51,0.15,0,36,45,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/11/2013,4.92,0.05,0,44,51,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/11/2013,9.17,0.04,0,40,43,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/11/2013,14.76,0,0,25,26,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/11/2013,9.62,0,0,18,27,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/11/2013,12.53,0.03,0.5,26,31,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/11/2013,11.86,0,0,31,34,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/11/2013,11.41,0,0,21,29,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/11/2013,9.17,0,0,26,34,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/11/2013,5.14,0,0,25,36,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/11/2013,8.28,0,0,36,50,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/12/2013,5.59,0,0,37,42,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/12/2013,7.38,0.07,0,36,44,29
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/12/2013,7.61,0.02,0,41,50,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/12/2013,11.63,0.02,0,50,56,39
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/12/2013,14.32,0,0,35,39,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/12/2013,9.62,0,0,20,21,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/12/2013,6.93,0,0,14,21,8
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/12/2013,8.72,0.24,3.1,19,26,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/12/2013,14.54,0,0,22,25,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/12/2013,13.65,0,0.2,9,21,-6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/12/2013,9.4,0.05,0.7,16,21,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/12/2013,10.96,0,0,6,19,-3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/12/2013,6.04,0.01,0.2,21,32,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/12/2013,10.96,0.23,4,30,31,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/12/2013,12.3,0,0.2,19,22,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/12/2013,5.59,0.05,0.7,13,21,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/12/2013,13.42,0.01,0.2,22,33,16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/12/2013,12.53,0,0,25,35,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/12/2013,6.93,0.06,0,35,39,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/12/2013,9.4,0.31,0,35,36,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/12/2013,8.5,0.24,0,32,35,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/12/2013,11.18,0.2,0,33,34,24
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/12/2013,12.53,0,0.1,20,26,-1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/12/2013,8.95,0.01,0.1,4,18,-2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/12/2013,10.29,0.07,1.2,20,27,18
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/12/2013,9.84,0,0,23,34,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/12/2013,9.62,0,0,33,41,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/12/2013,12.75,0,0,40,50,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/12/2013,11.63,0.01,0,35,40,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/12/2013,7.38,0.04,0.5,10,13,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/12/2013,8.05,0.3,3,8,12,2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/01/2014,11.41,0.25,2.1,16,22,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/01/2014,12.75,0.22,5.8,19,21,-1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/01/2014,14.99,0,0,4,20,-12
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/01/2014,14.32,0.26,3,24,31,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/01/2014,16.78,0.59,8.7,21,29,-3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/01/2014,18.79,0,0,-8,-2,-16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/01/2014,9.62,0,0,-7,3,-12
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/01/2014,4.47,0,0,3,17,-6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/01/2014,5.59,0.01,0.3,8,27,-4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/01/2014,10.51,0.8,0,30,40,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/01/2014,13.87,0.06,0,37,40,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/01/2014,16.11,0,0,33,44,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/01/2014,10.96,0,0,41,45,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/01/2014,15.21,0.01,0,30,35,22
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/01/2014,11.86,0,0.1,20,22,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/01/2014,16.33,0.01,0.3,25,34,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/01/2014,12.3,0.04,1.1,18,20,12
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/01/2014,6.49,0.12,2.4,15,21,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/01/2014,14.09,0,0,19,37,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/01/2014,11.63,0.18,3.4,33,35,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/01/2014,14.09,0.07,2.5,10,13,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/01/2014,12.3,0,0.6,6,15,0
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/01/2014,14.32,0,0,3,10,-5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/01/2014,20.13,0.02,0.4,5,28,-6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/01/2014,17.9,0,0,23,33,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/01/2014,16.11,0.17,2.4,15,31,6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/01/2014,16.11,0,0,5,6,-7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/01/2014,11.86,0,0,-5,3,-11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/01/2014,12.97,0,0,8,23,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/01/2014,18.12,0,0.4,24,33,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/01/2014,5.59,0.01,0.2,24,28,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/02/2014,6.93,0.43,3.8,25,31,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/02/2014,7.83,0,0,19,21,-1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/02/2014,3.8,0,0,8,21,-6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/02/2014,6.93,0.08,1.3,15,24,7
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/02/2014,13.2,0.35,5.7,23,25,9
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/02/2014,12.3,0,0,7,14,-2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/02/2014,10.51,0,0,2,11,-4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/02/2014,4.92,0.07,2.5,10,16,5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/02/2014,9.4,0,0,14,19,4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/02/2014,8.95,0,0,6,12,-3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/02/2014,5.82,0,0,4,14,-8
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/02/2014,6.49,0,0,8,24,-5
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/02/2014,11.41,0,0.1,22,32,10
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/02/2014,9.84,0,0,20,22,12
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/02/2014,7.38,0.04,0.7,15,24,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/02/2014,10.51,0,0,20,29,17
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/02/2014,14.54,0.35,5,24,28,23
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/02/2014,12.3,0,0,31,46,16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/02/2014,7.38,0,0,38,44,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/02/2014,13.87,1.16,0.1,36,49,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/02/2014,23.26,0,0.3,34,37,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/02/2014,11.63,0,0,28,35,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/02/2014,12.75,0,0,23,28,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/02/2014,12.3,0,0,18,25,12
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/02/2014,12.97,0,0,18,22,6
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/02/2014,15.43,0,0,8,18,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/02/2014,11.86,0,0,11,18,4
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/02/2014,9.17,0,0,12,30,3
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/03/2014,9.4,0.29,3.7,25,31,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/03/2014,11.18,0.09,1.4,11,14,1
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/03/2014,4.92,0,0,7,19,-2
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/03/2014,6.04,0,0.1,16,27,12
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/03/2014,12.08,0.15,1.7,21,23,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/03/2014,6.71,0,0,22,33,16
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/03/2014,7.61,0,0,29,47,13
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/03/2014,10.51,0.02,0.3,33,38,21
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/03/2014,12.3,0,0,27,42,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/03/2014,11.41,0,0,44,53,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/03/2014,9.17,0.14,0.4,44,50,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/03/2014,15.21,0.48,3.2,31,34,14
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/03/2014,10.74,0,0,22,39,11
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/03/2014,17.9,0,0,43,53,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/03/2014,10.29,0,0.2,37,40,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16/03/2014,17.9,0,0,24,27,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17/03/2014,8.28,0,0,26,40,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18/03/2014,11.41,0,0,37,52,27
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19/03/2014,12.75,0.19,0,44,46,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20/03/2014,7.61,0.04,0.7,37,47,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",21/03/2014,11.41,0,0,41,58,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22/03/2014,13.42,0,0,42,41,26
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23/03/2014,9.84,0,0,27,32,19
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",24/03/2014,7.38,0,0,26,36,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",25/03/2014,13.2,0.05,0.6,27,31,20
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26/03/2014,10.51,0,0,26,39,15
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",27/03/2014,17.45,0.2,0,39,55,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",28/03/2014,11.86,0.06,0,44,55,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",29/03/2014,10.07,0,0,36,41,28
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",30/03/2014,6.04,0,0,38,57,25
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",31/03/2014,17.22,0,0,52,68,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",01/04/2014,18.79,0,0,46,57,32
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",02/04/2014,10.29,0,0,41,45,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",03/04/2014,13.65,0.53,0,38,43,35
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",04/04/2014,16.55,0,0,40,48,34
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",05/04/2014,5.82,0,0,40,51,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",06/04/2014,6.49,0,0,42,57,31
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",07/04/2014,6.71,0,0,45,54,36
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",08/04/2014,6.93,0.02,0,50,60,40
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",09/04/2014,9.17,0,0,49,62,33
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10/04/2014,12.53,0,0,58,66,41
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11/04/2014,6.71,0,0,55,70,37
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12/04/2014,14.99,0,0,63,80,44
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13/04/2014,13.2,0.43,0,62,69,42
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14/04/2014,15.66,0.3,1.4,46,63,30
USW00094846,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15/04/2014,9.4,0,0,31,38,26
